,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,opp formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
3,10/3/2020,15:30,Bundesliga,Matchweek 3,Sat,Home,D,1,1,Leverkusen,0.8,1.5,48,9500,Gonzalo Castro,3-1-4-2,4-1-4-1,Robert Hartmann,Match Report,,12,2,21.6,1,0,0,2021,Stuttgart
4,10/17/2020,15:30,Bundesliga,Matchweek 4,Sat,Away,W,2,0,Hertha BSC,1.3,1.1,37,4000,Gonzalo Castro,3/4/2003,4-2-3-1,Harm Osmers,Match Report,,7,2,20.1,0,0,0,2021,Stuttgart
5,10/23/2020,20:30,Bundesliga,Matchweek 5,Fri,Home,D,1,1,Köln,0.8,2.2,57,,Gonzalo Castro,3/4/2003,4/3/2003,Guido Winkmann,Match Report,,8,4,20.3,2,0,0,2021,Stuttgart
6,10/30/2020,20:30,Bundesliga,Matchweek 6,Fri,Away,D,1,1,Schalke 04,1.6,0.6,54,,Gonzalo Castro,3-1-4-2,3-1-4-2,Benjamin Brand,Match Report,,19,7,20.8,0,1,1,2021,Stuttgart
7,11/7/2020,15:30,Bundesliga,Matchweek 7,Sat,Home,D,2,2,Eint Frankfurt,2,3.2,41,,Gonzalo Castro,3-1-4-2,3-4-1-2,Sascha Stegemann,Match Report,,14,4,19.9,0,1,1,2021,Stuttgart
8,11/21/2020,15:30,Bundesliga,Matchweek 8,Sat,Away,D,3,3,Hoffenheim,1.6,1.7,57,,Gonzalo Castro,3/4/2003,5/3/2002,Daniel Siebert,Match Report,,22,8,16.2,0,0,0,2021,Stuttgart
9,11/28/2020,15:30,Bundesliga,Matchweek 9,Sat,Home,L,1,3,Bayern Munich,1.2,0.9,43,,Gonzalo Castro,3/4/2003,4-2-3-1,Harm Osmers,Match Report,,15,4,18.7,1,0,0,2021,Stuttgart
10,12/6/2020,15:30,Bundesliga,Matchweek 10,Sun,Away,W,2,1,Werder Bremen,2.2,0.7,46,,Gonzalo Castro,3-1-4-2,4-2-3-1,Frank Willenborg,Match Report,,10,5,19.8,0,1,1,2021,Stuttgart
11,12/12/2020,15:30,Bundesliga,Matchweek 11,Sat,Away,W,5,1,Dortmund,3.1,0.9,29,,Marc-Oliver Kempf,3-1-4-2,3/4/2003,Christian Dingert,Match Report,,17,9,19,1,1,1,2021,Stuttgart
12,12/15/2020,20:30,Bundesliga,Matchweek 12,Tue,Home,D,2,2,Union Berlin,2,0.7,62,,Gonzalo Castro,3-1-4-2,5/3/2002,Sascha Stegemann,Match Report,,14,5,13.2,0,0,0,2021,Stuttgart
13,12/20/2020,18:00,Bundesliga,Matchweek 13,Sun,Away,L,0,1,Wolfsburg,1.2,1.4,52,,Marc-Oliver Kempf,4-2-3-1,4-2-2-2,Florian Badstübner,Match Report,,9,2,13.4,0,0,0,2021,Stuttgart
15,1/2/2021,20:30,Bundesliga,Matchweek 14,Sat,Home,L,0,1,RB Leipzig,0.9,2.8,45,,Gonzalo Castro,4/3/2003,4/3/2003,Christian Dingert,Match Report,,10,1,15.6,0,0,0,2021,Stuttgart
16,1/10/2021,15:30,Bundesliga,Matchweek 15,Sun,Away,W,4,1,Augsburg,3.5,1,57,,Gonzalo Castro,3/4/2003,3/4/2003,Daniel Schlager,Match Report,,25,9,17.3,0,1,1,2021,Stuttgart
17,1/16/2021,18:30,Bundesliga,Matchweek 16,Sat,Home,D,2,2,Gladbach,2,1.4,60,,Gonzalo Castro,3/5/2002,4-2-3-1,Felix Brych,Match Report,,18,5,16.8,0,1,1,2021,Stuttgart
18,1/20/2021,20:30,Bundesliga,Matchweek 17,Wed,Away,L,0,3,Arminia,1.4,1.8,65,,Marc-Oliver Kempf,3/4/2003,4-1-3-2,Robert Hartmann,Match Report,,10,3,19,0,0,0,2021,Stuttgart
19,1/23/2021,15:30,Bundesliga,Matchweek 18,Sat,Away,L,1,2,Freiburg,3.1,1.3,60,,Gonzalo Castro,3/4/2003,3/4/2003,Tobias Stieler,Match Report,,24,8,22,1,0,1,2021,Stuttgart
20,1/29/2021,20:30,Bundesliga,Matchweek 19,Fri,Home,W,2,0,Mainz 05,0.9,0.4,52,,Gonzalo Castro,3/4/2003,3/4/2003,Frank Willenborg,Match Report,,11,3,16.5,0,0,0,2021,Stuttgart
22,2/6/2021,15:30,Bundesliga,Matchweek 20,Sat,Away,L,2,5,Leverkusen,1.7,4.1,45,,Wataru Endo,3/4/2003,4/3/2003,Sven Jablonski,Match Report,,13,7,13.9,1,0,0,2021,Stuttgart
23,2/13/2021,15:30,Bundesliga,Matchweek 21,Sat,Home,D,1,1,Hertha BSC,1,1.3,51,,Wataru Endo,3/4/2003,4/3/2003,Harm Osmers,Match Report,,11,3,17.5,1,0,0,2021,Stuttgart
24,2/20/2021,15:30,Bundesliga,Matchweek 22,Sat,Away,W,1,0,Köln,0.6,0.8,47,,Gonzalo Castro,3/4/2003,5/3/2002,Benjamin Cortus,Match Report,,9,3,17.1,0,0,0,2021,Stuttgart
25,2/27/2021,15:30,Bundesliga,Matchweek 23,Sat,Home,W,5,1,Schalke 04,2.2,1.5,49,,Gonzalo Castro,3/4/2003,4-2-3-1,Guido Winkmann,Match Report,,17,10,14.8,0,0,0,2021,Stuttgart
26,3/6/2021,15:30,Bundesliga,Matchweek 24,Sat,Away,D,1,1,Eint Frankfurt,0.5,1.5,42,,Marc-Oliver Kempf,3/4/2003,3-4-1-2,Robert Schröder,Match Report,,8,1,17.9,0,0,0,2021,Stuttgart
27,3/14/2021,18:00,Bundesliga,Matchweek 25,Sun,Home,W,2,0,Hoffenheim,0.9,1.2,43,,Gonzalo Castro,3/4/2003,3-4-1-2,Christian Dingert,Match Report,,7,4,22.8,0,0,0,2021,Stuttgart
28,3/20/2021,15:30,Bundesliga,Matchweek 26,Sat,Away,L,0,4,Bayern Munich,1.1,2.4,57,,Gonzalo Castro,3/4/2003,4-2-3-1,Daniel Schlager,Match Report,,12,4,22.2,1,0,0,2021,Stuttgart
29,4/4/2021,15:30,Bundesliga,Matchweek 27,Sun,Home,W,1,0,Werder Bremen,0.7,0.4,59,,Gonzalo Castro,3/4/2003,4-2-3-1,Felix Zwayer,Match Report,,14,3,17.7,0,0,0,2021,Stuttgart
30,4/10/2021,18:30,Bundesliga,Matchweek 28,Sat,Home,L,2,3,Dortmund,1.7,1.1,49,,Marc-Oliver Kempf,3/4/2003,4-2-3-1,Robert Schröder,Match Report,,13,3,14.5,0,0,0,2021,Stuttgart
31,4/17/2021,15:30,Bundesliga,Matchweek 29,Sat,Away,L,1,2,Union Berlin,1,1.4,56,,Wataru Endo,3/4/2003,3-1-4-2,Benjamin Cortus,Match Report,,9,2,17.1,0,0,0,2021,Stuttgart
32,4/21/2021,20:30,Bundesliga,Matchweek 30,Wed,Home,L,1,3,Wolfsburg,1.9,1.5,61,,Wataru Endo,3/4/2003,4-2-3-1,Felix Brych,Match Report,,9,3,18.9,0,0,1,2021,Stuttgart
33,4/25/2021,15:30,Bundesliga,Matchweek 31,Sun,Away,L,0,2,RB Leipzig,0.1,3.6,34,,Gonzalo Castro,3/4/2003,3-1-4-2,Deniz Aytekin,Match Report,,1,0,6.9,0,0,0,2021,Stuttgart
34,5/7/2021,20:30,Bundesliga,Matchweek 32,Fri,Home,W,2,1,Augsburg,1.7,2.2,57,,Wataru Endo,3/4/2003,4/4/2002,Manuel Gräfe,Match Report,,16,7,15.4,0,0,0,2021,Stuttgart
35,5/15/2021,15:30,Bundesliga,Matchweek 33,Sat,Away,W,2,1,Gladbach,0.6,0.5,50,,Wataru Endo,3/4/2003,4-2-3-1,Sascha Stegemann,Match Report,,11,6,19.3,0,0,0,2021,Stuttgart
36,5/22/2021,15:30,Bundesliga,Matchweek 34,Sat,Home,L,0,2,Arminia,1,1.7,72,,Gonzalo Castro,3/4/2003,4-1-4-1,Tobias Stieler,Match Report,,12,0,17.8,0,0,0,2021,Stuttgart
1,9/19/2020,15:30,Bundesliga,Matchweek 1,Sat,Away,W,3,2,Stuttgart,1.9,2.6,37,7123,Christian Günter,4-1-3-2,3-1-4-2,Benjamin Cortus,Match Report,,7,5,11.9,0,0,0,2021,Freiburg
2,9/27/2020,18:00,Bundesliga,Matchweek 2,Sun,Home,D,1,1,Wolfsburg,1.3,0.5,53,3200,Christian Günter,4-2-2-2,4-2-3-1,Sören Storks,Match Report,,19,7,18.8,2,0,0,2021,Freiburg
3,10/3/2020,15:30,Bundesliga,Matchweek 3,Sat,Away,L,0,4,Dortmund,0.5,2.5,34,11500,Christian Günter,3/4/2003,3/4/2003,Guido Winkmann,Match Report,,6,2,25.7,1,0,0,2021,Freiburg
4,10/17/2020,15:30,Bundesliga,Matchweek 4,Sat,Home,D,1,1,Werder Bremen,1.3,1.6,63,,Christian Günter,4/4/2002,3-1-4-2,Christian Dingert,Match Report,,20,4,16.8,0,0,0,2021,Freiburg
5,10/24/2020,15:30,Bundesliga,Matchweek 5,Sat,Away,D,1,1,Union Berlin,0.3,1.6,49,4500,Christian Günter,4/4/2002,4-2-3-1,Robert Schröder,Match Report,,8,4,20.1,0,0,0,2021,Freiburg
6,11/1/2020,15:30,Bundesliga,Matchweek 6,Sun,Home,L,2,4,Leverkusen,1.2,1.2,40,,Christian Günter,4-2-2-2,4/3/2003,Benjamin Cortus,Match Report,,8,5,19.4,1,0,0,2021,Freiburg
7,11/7/2020,15:30,Bundesliga,Matchweek 7,Sat,Away,L,0,3,RB Leipzig,0.6,2.2,45,,Christian Günter,5/3/2002,4-1-3-2,Felix Zwayer,Match Report,,8,3,12.2,1,0,0,2021,Freiburg
8,11/22/2020,15:30,Bundesliga,Matchweek 8,Sun,Home,L,1,3,Mainz 05,2,2.9,71,,Christian Günter,4/4/2002,3/5/2002,Martin Petersen,Match Report,,20,6,18.5,1,0,0,2021,Freiburg
9,11/28/2020,15:30,Bundesliga,Matchweek 9,Sat,Away,D,1,1,Augsburg,0.8,0.5,42,,Christian Günter,3/4/2003,4-2-2-2,Robert Schröder,Match Report,,10,5,19.4,1,0,0,2021,Freiburg
10,12/5/2020,15:30,Bundesliga,Matchweek 10,Sat,Home,D,2,2,Gladbach,3.6,1.5,39,,Christian Günter,3/4/2003,4-2-3-1,Tobias Stieler,Match Report,,21,6,16.5,2,1,1,2021,Freiburg
11,12/12/2020,15:30,Bundesliga,Matchweek 11,Sat,Home,W,2,0,Arminia,2.4,0.2,48,,Christian Günter,3/4/2003,4-1-3-2,Harm Osmers,Match Report,,15,6,17.5,0,1,1,2021,Freiburg
12,12/16/2020,18:30,Bundesliga,Matchweek 12,Wed,Away,W,2,0,Schalke 04,1.2,0.5,46,,Christian Günter,3/4/2003,4-2-3-1,Sven Jablonski,Match Report,,11,3,13.7,0,0,0,2021,Freiburg
13,12/20/2020,15:30,Bundesliga,Matchweek 13,Sun,Home,W,4,1,Hertha BSC,2.8,1.9,43,,Christian Günter,3/4/2003,4/3/2003,Tobias Reichel,Match Report,,16,8,17,0,1,1,2021,Freiburg
15,1/2/2021,15:30,Bundesliga,Matchweek 14,Sat,Away,W,3,1,Hoffenheim,2,1.2,31,,Christian Günter,3/4/2003,4-2-3-1,Robert Hartmann,Match Report,,9,4,16.8,0,1,1,2021,Freiburg
16,1/9/2021,15:30,Bundesliga,Matchweek 15,Sat,Home,W,5,0,Köln,2.5,0.2,49,,Christian Günter,4-2-3-1,4-2-3-1,Robert Schröder,Match Report,,13,6,14.7,0,0,0,2021,Freiburg
17,1/17/2021,15:30,Bundesliga,Matchweek 16,Sun,Away,L,1,2,Bayern Munich,0.8,2.7,41,,Christian Günter,3/4/2003,4-2-3-1,Christian Dingert,Match Report,,8,2,13.5,0,0,0,2021,Freiburg
18,1/20/2021,20:30,Bundesliga,Matchweek 17,Wed,Home,D,2,2,Eint Frankfurt,0.8,1.2,39,,Christian Günter,4/4/2002,3/4/2003,Guido Winkmann,Match Report,,11,4,19.7,0,0,0,2021,Freiburg
19,1/23/2021,15:30,Bundesliga,Matchweek 18,Sat,Home,W,2,1,Stuttgart,1.3,3.1,40,,Christian Günter,3/4/2003,3/4/2003,Tobias Stieler,Match Report,,10,5,12.7,0,0,0,2021,Freiburg
20,1/31/2021,18:00,Bundesliga,Matchweek 19,Sun,Away,L,0,3,Wolfsburg,1.1,1.8,54,,Christian Günter,3/4/2003,4-2-3-1,Tobias Reichel,Match Report,,10,2,10.5,0,0,0,2021,Freiburg
21,2/6/2021,15:30,Bundesliga,Matchweek 20,Sat,Home,W,2,1,Dortmund,0.2,1.4,33,,Christian Günter,4-2-2-2,4-1-4-1,Felix Brych,Match Report,,6,3,26.3,0,0,0,2021,Freiburg
22,2/13/2021,15:30,Bundesliga,Matchweek 21,Sat,Away,D,0,0,Werder Bremen,0.9,0.7,53,,Christian Günter,3/4/2003,3/5/2002,Manuel Gräfe,Match Report,,9,2,15.3,0,0,0,2021,Freiburg
23,2/20/2021,15:30,Bundesliga,Matchweek 22,Sat,Home,L,0,1,Union Berlin,0.8,1.4,65,,Christian Günter,4-2-2-2,3/5/2002,Sören Storks,Match Report,,9,1,20.5,1,0,0,2021,Freiburg
24,2/28/2021,18:00,Bundesliga,Matchweek 23,Sun,Away,W,2,1,Leverkusen,1.3,1.3,34,,Christian Günter,4-2-2-2,4/3/2003,Felix Zwayer,Match Report,,6,3,16.5,0,0,0,2021,Freiburg
25,3/6/2021,15:30,Bundesliga,Matchweek 24,Sat,Home,L,0,3,RB Leipzig,0.2,1.5,43,,Christian Günter,4-2-2-2,3-1-4-2,Guido Winkmann,Match Report,,5,1,24.6,1,0,0,2021,Freiburg
26,3/13/2021,15:30,Bundesliga,Matchweek 25,Sat,Away,L,0,1,Mainz 05,0.9,1.8,52,,Christian Günter,3/4/2003,3/4/2003,Benjamin Cortus,Match Report,,12,2,17.3,2,0,0,2021,Freiburg
27,3/21/2021,18:00,Bundesliga,Matchweek 26,Sun,Home,W,2,0,Augsburg,1.8,1,57,,Christian Günter,4/4/2002,4/4/2002,Bastian Dankert,Match Report,,13,5,15.8,0,0,0,2021,Freiburg
28,4/3/2021,20:30,Bundesliga,Matchweek 27,Sat,Away,L,1,2,Gladbach,1.7,1.5,52,,Christian Günter,5/3/2002,4-2-3-1,Christian Dingert,Match Report,,10,4,16.5,0,0,0,2021,Freiburg
29,4/9/2021,20:30,Bundesliga,Matchweek 28,Fri,Away,L,0,1,Arminia,0.4,1.3,55,,Christian Günter,3/5/2002,4-2-3-1,Martin Petersen,Match Report,,9,0,19,0,0,0,2021,Freiburg
30,4/17/2021,15:30,Bundesliga,Matchweek 29,Sat,Home,W,4,0,Schalke 04,2,0.7,58,,Christian Günter,3/4/2003,3/5/2002,Tobias Reichel,Match Report,,12,7,17.6,1,1,1,2021,Freiburg
31,4/24/2021,15:30,Bundesliga,Matchweek 31,Sat,Home,D,1,1,Hoffenheim,1.6,1.4,49,,Christian Günter,3/4/2003,4-2-3-1,Manuel Gräfe,Match Report,,13,5,20.6,1,1,1,2021,Freiburg
32,5/6/2021,18:30,Bundesliga,Matchweek 30,Thu,Away,L,0,3,Hertha BSC,1,1.8,61,,Christian Günter,3/4/2003,4/3/2003,Benjamin Cortus,Match Report,,13,4,16.6,0,0,0,2021,Freiburg
33,5/9/2021,13:30,Bundesliga,Matchweek 32,Sun,Away,W,4,1,Köln,2.5,1.9,45,,Christian Günter,4-2-2-2,4-1-4-1,Marco Fritz,Match Report,,11,6,14,0,0,0,2021,Freiburg
34,5/15/2021,15:30,Bundesliga,Matchweek 33,Sat,Home,D,2,2,Bayern Munich,1.3,2.9,39,,Christian Günter,4/4/2002,4-2-3-1,Florian Badstübner,Match Report,,14,4,17.9,2,0,0,2021,Freiburg
35,5/22/2021,15:30,Bundesliga,Matchweek 34,Sat,Away,L,1,3,Eint Frankfurt,0.5,2,48,,Christian Günter,4/4/2002,3/4/2003,Christian Dingert,Match Report,,11,6,21.8,0,0,0,2021,Freiburg
1,9/19/2020,15:30,Bundesliga,Matchweek 1,Sat,Away,W,3,2,Köln,2.6,2.7,51,,Oliver Baumann,3-4-1-2,4-2-3-1,Daniel Siebert,Match Report,,12,6,19.2,0,1,1,2021,Hoffenheim
2,9/27/2020,15:30,Bundesliga,Matchweek 2,Sun,Home,W,4,1,Bayern Munich,2.6,1.4,29,,Oliver Baumann,3/4/2003,4-2-3-1,Benjamin Brand,Match Report,,16,7,16.7,0,1,1,2021,Hoffenheim
3,10/3/2020,15:30,Bundesliga,Matchweek 3,Sat,Away,L,1,2,Eint Frankfurt,1.4,2.9,48,8000,Oliver Baumann,3-1-4-2,3-4-1-2,Manuel Gräfe,Match Report,,12,4,15.5,0,0,0,2021,Hoffenheim
4,10/17/2020,15:30,Bundesliga,Matchweek 4,Sat,Home,L,0,1,Dortmund,1.2,2,45,6030,Oliver Baumann,3/4/2003,3/4/2003,Sascha Stegemann,Match Report,,9,3,16.9,0,0,0,2021,Hoffenheim
6,10/25/2020,18:00,Bundesliga,Matchweek 5,Sun,Away,D,1,1,Werder Bremen,1,0.3,51,,Kevin Vogt,3/4/2003,3/4/2003,Daniel Schlager,Match Report,,14,4,21.5,1,0,0,2021,Hoffenheim
8,11/2/2020,20:30,Bundesliga,Matchweek 6,Mon,Home,L,1,3,Union Berlin,1.3,3.6,60,,Oliver Baumann,3-1-4-2,3-4-1-2,Robert Hartmann,Match Report,,10,4,13.9,0,0,0,2021,Hoffenheim
10,11/8/2020,15:30,Bundesliga,Matchweek 7,Sun,Away,L,1,2,Wolfsburg,2.8,1.9,54,,Oliver Baumann,3-1-4-2,4-2-3-1,Sven Jablonski,Match Report,,15,4,15.1,2,0,1,2021,Hoffenheim
11,11/21/2020,15:30,Bundesliga,Matchweek 8,Sat,Home,D,3,3,Stuttgart,1.7,1.6,43,,Oliver Baumann,5/3/2002,3/4/2003,Daniel Siebert,Match Report,,12,7,19.5,0,1,1,2021,Hoffenheim
13,11/29/2020,18:00,Bundesliga,Matchweek 9,Sun,Away,D,1,1,Mainz 05,1.1,1.6,64,,Oliver Baumann,4-1-2-1-2◆,3/4/2003,Sascha Stegemann,Match Report,,10,4,14.7,0,0,0,2021,Hoffenheim
15,12/7/2020,20:30,Bundesliga,Matchweek 10,Mon,Home,W,3,1,Augsburg,1.5,0.9,55,,Oliver Baumann,4-1-2-1-2◆,4-2-2-2,Florian Badstübner,Match Report,,10,7,15.5,0,0,0,2021,Hoffenheim
17,12/13/2020,18:00,Bundesliga,Matchweek 11,Sun,Away,L,1,4,Leverkusen,1.6,2.2,40,,Oliver Baumann,4-1-3-2,4/3/2003,Martin Petersen,Match Report,,11,4,18.6,1,0,0,2021,Hoffenheim
18,12/16/2020,20:30,Bundesliga,Matchweek 12,Wed,Home,L,0,1,RB Leipzig,0.6,0.5,45,,Oliver Baumann,4-2-3-1,3/4/2003,Daniel Schlager,Match Report,,6,2,10,0,0,0,2021,Hoffenheim
19,12/19/2020,15:30,Bundesliga,Matchweek 13,Sat,Away,W,2,1,Gladbach,2.1,1.9,52,,Oliver Baumann,4-2-3-1,4-2-3-1,Frank Willenborg,Match Report,,16,5,16.1,1,0,0,2021,Hoffenheim
21,1/2/2021,15:30,Bundesliga,Matchweek 14,Sat,Home,L,1,3,Freiburg,1.2,2,69,,Oliver Baumann,4-2-3-1,3/4/2003,Robert Hartmann,Match Report,,15,6,17.2,2,0,0,2021,Hoffenheim
22,1/9/2021,15:30,Bundesliga,Matchweek 15,Sat,Away,L,0,4,Schalke 04,1.9,2,60,,Oliver Baumann,3/4/2003,4/4/2002,Felix Zwayer,Match Report,,19,4,20.1,1,0,0,2021,Hoffenheim
23,1/16/2021,15:30,Bundesliga,Matchweek 16,Sat,Home,D,0,0,Arminia,0.6,0.7,53,,Oliver Baumann,3/5/2002,4-1-3-2,Marco Fritz,Match Report,,12,5,19.2,1,0,0,2021,Hoffenheim
24,1/19/2021,20:30,Bundesliga,Matchweek 17,Tue,Away,W,3,0,Hertha BSC,1.3,1.7,43,,Oliver Baumann,3/5/2002,4-1-2-1-2,Harm Osmers,Match Report,,11,6,18.1,1,0,0,2021,Hoffenheim
25,1/24/2021,18:00,Bundesliga,Matchweek 18,Sun,Home,W,3,0,Köln,2.1,2.1,45,,Oliver Baumann,3/5/2002,3/4/2003,Sven Jablonski,Match Report,,11,2,22.8,1,2,2,2021,Hoffenheim
26,1/30/2021,15:30,Bundesliga,Matchweek 19,Sat,Away,L,1,4,Bayern Munich,1.9,2,40,,Oliver Baumann,3/5/2002,4-2-3-1,Benjamin Cortus,Match Report,,16,5,14.6,0,0,0,2021,Hoffenheim
27,2/7/2021,15:30,Bundesliga,Matchweek 20,Sun,Home,L,1,3,Eint Frankfurt,0.9,1.3,47,,Oliver Baumann,3/5/2002,3/4/2003,Daniel Siebert,Match Report,,8,1,15.4,0,0,0,2021,Hoffenheim
28,2/13/2021,15:30,Bundesliga,Matchweek 21,Sat,Away,D,2,2,Dortmund,2.6,1.7,46,,Oliver Baumann,5/3/2002,4-2-3-1,Bastian Dankert,Match Report,,13,6,13.8,1,0,0,2021,Hoffenheim
30,2/21/2021,18:00,Bundesliga,Matchweek 22,Sun,Home,W,4,0,Werder Bremen,2.3,0.1,51,,Oliver Baumann,3-4-1-2,3/5/2002,Robert Schröder,Match Report,,12,6,17.6,0,0,0,2021,Hoffenheim
32,2/28/2021,13:30,Bundesliga,Matchweek 23,Sun,Away,D,1,1,Union Berlin,1.3,1,54,,Oliver Baumann,3-4-1-2,3-1-4-2,Tobias Stieler,Match Report,,14,2,17.6,0,0,0,2021,Hoffenheim
33,3/6/2021,15:30,Bundesliga,Matchweek 24,Sat,Home,W,2,1,Wolfsburg,1.1,2.4,39,,Oliver Baumann,3-4-1-2,4-2-3-1,Markus Schmidt,Match Report,,9,4,17.3,2,0,0,2021,Hoffenheim
34,3/14/2021,18:00,Bundesliga,Matchweek 25,Sun,Away,L,0,2,Stuttgart,1.2,0.9,57,,Oliver Baumann,3-4-1-2,3/4/2003,Christian Dingert,Match Report,,16,5,18.7,1,0,0,2021,Hoffenheim
35,3/21/2021,13:30,Bundesliga,Matchweek 26,Sun,Home,L,1,2,Mainz 05,1.3,2.6,63,,Oliver Baumann,3-4-1-2,3/4/2003,Marco Fritz,Match Report,,8,2,19.5,1,0,0,2021,Hoffenheim
36,4/3/2021,15:30,Bundesliga,Matchweek 27,Sat,Away,L,1,2,Augsburg,0.9,0.6,69,,Oliver Baumann,3-4-1-2,4-2-2-2,Guido Winkmann,Match Report,,15,5,17.3,0,0,0,2021,Hoffenheim
37,4/12/2021,20:30,Bundesliga,Matchweek 28,Mon,Home,D,0,0,Leverkusen,0.1,0.3,46,,Oliver Baumann,3-1-4-2,3/4/2003,Matthias Jöllenbeck,Match Report,,2,0,17.3,0,0,0,2021,Hoffenheim
38,4/16/2021,20:30,Bundesliga,Matchweek 29,Fri,Away,D,0,0,RB Leipzig,0.3,1.4,37,,Oliver Baumann,4-2-3-1,3/5/2002,Manuel Gräfe,Match Report,,5,0,16.2,0,0,0,2021,Hoffenheim
39,4/21/2021,20:30,Bundesliga,Matchweek 30,Wed,Home,W,3,2,Gladbach,2.3,0.9,55,,Oliver Baumann,4/3/2003,4/4/2002,Daniel Siebert,Match Report,,19,6,16.2,0,0,0,2021,Hoffenheim
40,4/24/2021,15:30,Bundesliga,Matchweek 31,Sat,Away,D,1,1,Freiburg,1.4,1.6,51,,Oliver Baumann,4-2-3-1,3/4/2003,Manuel Gräfe,Match Report,,17,4,20.9,2,0,0,2021,Hoffenheim
41,5/8/2021,15:30,Bundesliga,Matchweek 32,Sat,Home,W,4,2,Schalke 04,1.7,1,62,,Oliver Baumann,4-2-3-1,3/5/2002,Guido Winkmann,Match Report,,21,12,18.6,2,0,0,2021,Hoffenheim
42,5/15/2021,15:30,Bundesliga,Matchweek 33,Sat,Away,D,1,1,Arminia,1.6,1.9,59,,Andrej Kramarić,4-2-3-1,4/3/2003,Daniel Schlager,Match Report,,7,3,15.7,0,0,0,2021,Hoffenheim
43,5/22/2021,15:30,Bundesliga,Matchweek 34,Sat,Home,W,2,1,Hertha BSC,2.4,1.6,57,100,Andrej Kramarić,4-2-3-1,4-2-3-1,Frank Willenborg,Match Report,,21,4,18,0,0,0,2021,Hoffenheim
1,9/20/2020,15:30,Bundesliga,Matchweek 1,Sun,Away,L,1,3,RB Leipzig,1.2,2.8,28,8500,Danny Latza,4-2-3-1,3/4/2003,Manuel Gräfe,Match Report,,9,1,15.3,1,0,0,2021,Mainz 05
2,9/26/2020,15:30,Bundesliga,Matchweek 2,Sat,Home,L,1,4,Stuttgart,1.3,2.6,49,3403,Danny Latza,4-2-3-1,3-1-4-2,Daniel Schlager,Match Report,,12,2,19.6,2,0,0,2021,Mainz 05
3,10/2/2020,20:30,Bundesliga,Matchweek 3,Fri,Away,L,0,4,Union Berlin,0.3,2.5,50,4400,Danny Latza,4-2-3-1,3/4/2003,Sascha Stegemann,Match Report,,5,0,20.1,0,0,0,2021,Mainz 05
4,10/17/2020,15:30,Bundesliga,Matchweek 4,Sat,Home,L,0,1,Leverkusen,0.3,0.5,39,250,Danny Latza,4-2-3-1,4-1-4-1,Bastian Dankert,Match Report,,6,0,21.9,0,0,0,2021,Mainz 05
5,10/24/2020,15:30,Bundesliga,Matchweek 5,Sat,Home,L,2,3,Gladbach,1.9,3,40,100,Danny Latza,4-2-3-1,3/5/2002,Frank Willenborg,Match Report,,15,7,17.5,0,0,0,2021,Mainz 05
6,10/31/2020,15:30,Bundesliga,Matchweek 6,Sat,Away,L,1,3,Augsburg,1,1.9,50,,Danny Latza,4-2-3-1,4/4/2002,Marco Fritz,Match Report,,9,4,17.4,0,0,0,2021,Mainz 05
7,11/7/2020,15:30,Bundesliga,Matchweek 7,Sat,Home,D,2,2,Schalke 04,3.7,1.9,33,,Danny Latza,4-2-3-1,3-1-4-2,Patrick Ittrich,Match Report,,11,5,20.1,1,2,2,2021,Mainz 05
8,11/22/2020,15:30,Bundesliga,Matchweek 8,Sun,Away,W,3,1,Freiburg,2.9,2,29,,Moussa Niakhate,3/5/2002,4/4/2002,Martin Petersen,Match Report,,20,8,19.2,0,0,0,2021,Mainz 05
9,11/29/2020,18:00,Bundesliga,Matchweek 9,Sun,Home,D,1,1,Hoffenheim,1.6,1.1,36,,Moussa Niakhate,3/4/2003,4-1-2-1-2,Sascha Stegemann,Match Report,,9,3,12.3,0,0,0,2021,Mainz 05
10,12/5/2020,15:30,Bundesliga,Matchweek 10,Sat,Away,L,1,2,Arminia,2.8,1.2,52,,Moussa Niakhate,3/4/2003,4/4/2002,Marco Fritz,Match Report,,15,5,15,0,0,0,2021,Mainz 05
11,12/12/2020,15:30,Bundesliga,Matchweek 11,Sat,Home,L,0,1,Köln,1.7,0.8,60,,Danny Latza,3/4/2003,3-1-4-2,Felix Zwayer,Match Report,,15,4,16.6,0,0,0,2021,Mainz 05
12,12/15/2020,20:30,Bundesliga,Matchweek 12,Tue,Away,D,0,0,Hertha BSC,0.8,0.8,36,,Moussa Niakhate,5/3/2002,4/3/2003,Matthias Jöllenbeck,Match Report,,5,0,15.4,0,0,0,2021,Mainz 05
13,12/19/2020,15:30,Bundesliga,Matchweek 13,Sat,Home,L,0,1,Werder Bremen,0.5,1,44,,Moussa Niakhate,3-1-4-2,4-3-1-2,Guido Winkmann,Match Report,,8,1,19,0,0,0,2021,Mainz 05
15,1/3/2021,18:00,Bundesliga,Matchweek 14,Sun,Away,L,2,5,Bayern Munich,1.3,4.3,28,,Danny Latza,4-1-2-1-2◆,4-2-3-1,Markus Schmidt,Match Report,,12,7,20.1,1,0,0,2021,Mainz 05
